Date,Open,High,Low,Close,Volume,Daily_Return,Price_Range,Price_Change,MA_7,MA_30,MA_90,Volatility_30d,Day_of_Week,Month,Year,Quarter
2016-08-19,574.34,578.24,574.18,575.63,50631600,0.23,4.06,1.29,574.84,607.0,618.23,2.35,Friday,8,2016,3
2016-08-20,576.08,582.82,575.46,581.7,45301400,1.05,7.36,5.61,574.29,604.22,619.81,2.37,Saturday,8,2016,3
2016-08-21,581.94,584.16,580.22,581.31,38299400,-0.07,3.94,-0.63,575.84,601.91,621.34,2.34,Sunday,8,2016,3
2016-08-22,581.31,588.45,580.59,586.75,72844000,0.94,7.85,5.44,578.62,599.62,622.9,2.35,Monday,8,2016,3
2016-08-23,586.77,589.47,581.63,583.41,85349200,-0.57,7.84,-3.36,579.48,597.02,624.39,2.34,Tuesday,8,2016,3
2016-08-24,583.41,583.59,579.85,580.18,56328200,-0.55,3.74,-3.23,580.47,594.56,625.8,2.33,Wednesday,8,2016,3
2016-08-25,580.18,580.45,575.17,577.76,136130000,-0.42,5.28,-2.42,580.96,592.09,626.96,2.33,Thursday,8,2016,3
2016-08-26,577.75,580.62,576.86,579.65,48856800,0.33,3.77,1.9,581.54,589.6,627.51,2.33,Friday,8,2016,3
2016-08-27,579.45,579.84,568.63,569.95,59698300,-1.67,11.21,-9.51,579.86,586.76,627.99,2.34,Saturday,8,2016,3
2016-08-28,569.83,574.04,569.74,573.91,86301600,0.7,4.3,4.08,578.8,583.99,628.44,2.35,Sunday,8,2016,3
2016-08-29,574.07,576.28,573.47,574.11,110398000,0.03,2.81,0.04,577.0,581.29,628.91,2.35,Monday,8,2016,3
2016-08-30,574.11,578.36,574.11,577.5,70342400,0.59,4.24,3.39,576.15,579.72,629.37,2.21,Tuesday,8,2016,3
2016-08-31,577.59,577.86,573.64,575.47,75840896,-0.35,4.22,-2.12,575.48,578.7,629.78,2.15,Wednesday,8,2016,3
2016-09-01,575.55,576.31,571.81,572.3,76923400,-0.55,4.5,-3.24,574.7,579.52,629.82,1.18,Thursday,9,2016,3
2016-09-02,572.41,575.64,570.81,575.54,79910800,0.57,4.83,3.13,574.11,579.83,629.85,1.01,Friday,9,2016,3
2016-09-03,575.55,599.5,574.06,598.21,159014000,3.94,25.44,22.66,578.15,580.49,630.11,1.18,Saturday,9,2016,3
2016-09-04,598.59,611.84,596.85,608.63,97942896,1.74,14.99,10.04,583.11,581.61,630.36,1.21,Sunday,9,2016,3
2016-09-05,608.99,609.05,602.24,606.59,82446800,-0.34,6.81,-2.4,587.75,582.24,630.7,1.15,Monday,9,2016,3
2016-09-06,606.51,610.83,605.09,610.44,78529104,0.63,5.74,3.93,592.45,582.83,631.02,1.15,Tuesday,9,2016,3
2016-09-07,610.57,614.54,608.51,614.54,75032400,0.67,6.03,3.97,598.04,583.62,631.46,1.15,Wednesday,9,2016,3
2016-09-08,614.64,628.77,613.84,626.32,86713000,1.92,14.93,11.68,605.75,584.9,632.0,1.19,Thursday,9,2016,3
2016-09-09,626.35,626.83,620.26,622.86,64550200,-0.55,6.57,-3.49,612.51,585.92,632.18,1.19,Friday,9,2016,3
2016-09-10,622.93,625.09,622.4,623.51,45016800,0.1,2.7,0.58,616.13,587.07,631.63,1.18,Saturday,9,2016,3
2016-09-11,623.42,628.82,600.51,606.72,73610800,-2.69,28.31,-16.71,615.85,587.71,630.55,1.29,Sunday,9,2016,3
2016-09-12,607.01,608.46,605.41,608.24,72812304,0.25,3.05,1.24,616.09,588.46,629.69,1.29,Monday,9,2016,3
2016-09-13,608.03,611.19,606.92,609.24,86920600,0.16,4.27,1.22,615.92,589.76,628.74,1.19,Tuesday,9,2016,3
2016-09-14,608.84,611.95,608.41,610.68,47877700,0.24,3.54,1.84,615.37,591.2,627.01,1.18,Wednesday,9,2016,3
2016-09-15,610.59,611.09,607.16,607.16,59464600,-0.58,3.93,-3.43,612.63,592.2,625.44,1.15,Thursday,9,2016,3
2016-09-16,607.25,609.26,606.73,606.97,64963400,-0.03,2.53,-0.27,610.36,593.32,623.78,1.14,Friday,9,2016,3
2016-09-17,607.22,607.86,605.19,605.98,37140300,-0.16,2.67,-1.23,607.86,594.38,622.03,1.14,Saturday,9,2016,3
2016-09-18,606.28,610.16,605.86,609.87,48679400,0.64,4.3,3.59,608.31,595.52,620.61,1.14,Sunday,9,2016,3
2016-09-19,609.87,610.93,608.27,609.23,54796400,-0.11,2.66,-0.64,608.45,596.44,619.97,1.13,Monday,9,2016,3
2016-09-20,609.25,609.53,607.94,608.31,72710896,-0.15,1.59,-0.94,608.32,597.34,620.11,1.13,Tuesday,9,2016,3
2016-09-21,603.59,603.59,595.88,597.15,82776200,-1.84,7.71,-6.44,606.38,597.68,619.81,1.18,Wednesday,9,2016,3
2016-09-22,597.28,598.49,596.21,596.3,67085300,-0.14,2.27,-0.98,604.83,598.11,619.04,1.17,Thursday,9,2016,3
2016-09-23,596.2,603.21,595.79,602.84,51067000,1.1,7.42,6.64,604.24,598.87,618.35,1.18,Friday,9,2016,3
2016-09-24,602.96,604.58,602.04,602.62,35359500,-0.04,2.54,-0.34,603.76,599.7,618.06,1.18,Saturday,9,2016,3
2016-09-25,602.75,603.38,599.71,600.83,33977800,-0.3,3.67,-1.92,602.47,600.4,617.45,1.18,Sunday,9,2016,3
2016-09-26,600.81,608.14,600.35,608.04,59153800,1.2,7.79,7.24,602.3,601.67,617.02,1.14,Monday,9,2016,3
2016-09-27,608.02,608.25,604.11,606.17,49422400,-0.31,4.14,-1.86,601.99,602.75,616.64,1.14,Tuesday,9,2016,3
2016-09-28,606.24,606.59,604.61,604.73,48722600,-0.24,1.98,-1.51,603.08,603.77,615.88,1.15,Wednesday,9,2016,3
2016-09-29,605.02,606.82,604.85,605.69,55658600,0.16,1.98,0.67,604.42,604.71,615.1,1.14,Thursday,9,2016,3
2016-09-30,605.72,609.73,604.14,609.73,56122400,0.67,5.59,4.02,605.4,605.85,614.05,1.14,Friday,9,2016,3
2016-10-01,609.93,615.24,609.93,613.98,56357000,0.7,5.31,4.05,607.02,607.24,613.56,1.14,Saturday,10,2016,4
2016-10-02,613.95,614.01,609.68,610.89,39249800,-0.5,4.32,-3.06,608.46,608.42,612.75,1.14,Sunday,10,2016,4
2016-10-03,610.97,612.57,610.46,612.13,46798300,0.2,2.11,1.16,609.05,608.88,612.1,0.9,Monday,10,2016,4
2016-10-04,612.05,612.05,609.48,610.2,49801600,-0.32,2.58,-1.85,609.62,608.93,611.35,0.85,Tuesday,10,2016,4
2016-10-05,610.22,613.81,609.62,612.51,68077504,0.38,4.2,2.29,610.74,609.13,611.04,0.85,Wednesday,10,2016,4
2016-10-06,612.47,613.82,611.47,613.02,56812100,0.08,2.35,0.55,611.78,609.22,610.44,0.84,Thursday,10,2016,4
2016-10-07,612.61,617.91,611.82,617.12,64071400,0.67,6.09,4.51,612.84,609.3,610.07,0.84,Friday,10,2016,4
2016-10-08,617.34,619.85,617.34,619.11,42345900,0.32,2.51,1.77,613.57,609.06,609.73,0.76,Saturday,10,2016,4
2016-10-09,619.17,619.2,616.61,616.75,39243400,-0.38,2.59,-2.42,614.41,608.86,609.39,0.76,Sunday,10,2016,4
2016-10-10,616.82,621.32,616.2,618.99,67481104,0.36,5.12,2.17,615.39,608.71,608.88,0.76,Monday,10,2016,4
2016-10-11,619.24,642.08,618.5,641.07,103590000,3.57,23.58,21.83,619.8,609.85,608.73,0.86,Tuesday,10,2016,4
2016-10-12,640.87,641.34,635.97,636.19,92370200,-0.76,5.37,-4.68,623.18,610.78,608.49,0.87,Wednesday,10,2016,4
2016-10-13,636.03,638.83,635.03,636.79,61620700,0.09,3.8,0.76,626.58,611.7,608.2,0.87,Thursday,10,2016,4
2016-10-14,637.01,641.28,637.01,640.38,58144600,0.56,4.28,3.37,629.9,612.69,607.97,0.88,Friday,10,2016,4
2016-10-15,640.31,642.1,637.39,638.65,39035400,-0.27,4.71,-1.66,632.69,613.74,607.52,0.87,Saturday,10,2016,4
2016-10-16,639.08,642.9,638.9,641.63,40298100,0.47,4.0,2.55,636.24,614.9,607.17,0.87,Sunday,10,2016,4
2016-10-17,641.82,642.33,638.66,639.19,58063600,-0.38,3.66,-2.62,639.13,616.0,606.79,0.87,Monday,10,2016,4
2016-10-18,639.41,640.74,636.0,637.96,65546700,-0.19,4.74,-1.45,638.68,616.94,606.48,0.87,Tuesday,10,2016,4
2016-10-19,638.13,638.87,628.01,630.52,69381696,-1.17,10.86,-7.61,637.87,617.65,606.1,0.9,Wednesday,10,2016,4
2016-10-20,630.66,631.92,628.26,630.86,56957300,0.05,3.66,0.19,637.03,618.4,605.88,0.9,Thursday,10,2016,4
2016-10-21,630.83,634.09,630.69,632.83,55951000,0.31,3.4,2.0,635.95,619.59,605.63,0.82,Friday,10,2016,4
2016-10-22,633.14,658.2,632.85,657.29,78556496,3.87,25.35,24.16,638.61,621.62,605.59,1.06,Saturday,10,2016,4
2016-10-23,657.62,661.13,653.89,657.07,54474600,-0.03,7.24,-0.55,640.82,623.43,605.62,1.05,Sunday,10,2016,4
2016-10-24,657.16,657.25,652.59,653.76,62218200,-0.5,4.66,-3.4,642.9,625.14,605.64,1.06,Monday,10,2016,4
2016-10-25,654.0,664.42,653.7,657.59,90378800,0.59,10.73,3.59,645.7,627.03,605.68,1.05,Tuesday,10,2016,4
2016-10-26,657.68,679.73,657.68,678.3,88877104,3.15,22.05,20.63,652.53,629.37,605.93,1.17,Wednesday,10,2016,4
2016-10-27,678.21,688.59,678.04,688.31,96105296,1.48,10.55,10.1,660.74,632.11,606.28,1.17,Thursday,10,2016,4
2016-10-28,688.0,690.44,684.16,689.65,81145504,0.19,6.28,1.65,668.85,634.94,606.67,1.17,Friday,10,2016,4
2016-10-29,690.29,720.4,690.05,714.48,134760992,3.6,30.35,24.19,677.02,638.57,607.66,1.3,Saturday,10,2016,4
2016-10-30,714.12,714.12,696.47,701.86,100665000,-1.77,17.64,-12.25,683.42,641.64,608.73,1.37,Sunday,10,2016,4
2016-10-31,702.64,709.29,691.68,700.97,97064400,-0.13,17.61,-1.67,690.17,644.54,610.43,1.37,Monday,10,2016,4
2016-11-01,701.34,736.45,701.34,729.79,130527000,4.11,35.12,28.46,700.48,648.5,612.25,1.51,Tuesday,11,2016,4
2016-11-02,730.07,740.83,722.35,740.83,84865200,1.51,18.48,10.76,709.41,652.79,614.05,1.52,Wednesday,11,2016,4
2016-11-03,742.35,745.77,678.16,688.7,172808000,-7.04,67.62,-53.65,709.47,655.41,615.32,2.06,Thursday,11,2016,4
2016-11-04,689.12,706.93,685.56,703.23,99907696,2.11,21.37,14.11,711.41,658.43,616.6,2.09,Friday,11,2016,4
2016-11-05,703.53,707.51,697.74,703.42,53752300,0.03,9.77,-0.11,709.83,661.44,617.83,2.09,Saturday,11,2016,4
2016-11-06,703.81,714.26,699.56,711.52,59902200,1.15,14.7,7.71,711.21,664.59,619.17,2.09,Sunday,11,2016,4
2016-11-07,710.74,710.74,699.9,703.13,65047100,-1.18,10.83,-7.61,711.52,667.39,620.45,2.11,Monday,11,2016,4
2016-11-08,703.09,712.99,702.39,709.85,79660800,0.96,10.6,6.76,708.67,670.49,621.76,2.11,Tuesday,11,2016,4
2016-11-09,709.83,740.05,708.61,723.27,132429000,1.89,31.44,13.45,706.16,673.97,623.25,2.12,Wednesday,11,2016,4
2016-11-10,722.84,723.02,711.21,715.53,68807800,-1.07,11.81,-7.31,709.99,676.45,624.67,2.06,Thursday,11,2016,4
2016-11-11,715.55,718.32,714.41,716.41,63119700,0.12,3.91,0.86,711.88,679.13,626.13,2.05,Friday,11,2016,4
2016-11-12,716.75,717.15,704.03,705.05,64622500,-1.59,13.11,-11.7,712.11,681.4,627.62,2.09,Saturday,11,2016,4
2016-11-13,705.2,705.26,687.32,702.03,80318096,-0.43,17.94,-3.16,710.75,683.46,629.12,2.09,Sunday,11,2016,4
2016-11-14,702.0,706.28,699.81,705.02,62993000,0.43,6.48,3.02,711.02,685.67,630.54,2.09,Monday,11,2016,4
2016-11-15,705.79,715.72,705.26,711.62,72038496,0.94,10.46,5.83,711.28,688.0,632.07,2.09,Tuesday,11,2016,4
2016-11-16,711.17,747.61,709.04,744.2,141294000,4.58,38.58,33.03,714.27,691.5,633.96,2.22,Wednesday,11,2016,4
2016-11-17,744.88,755.65,739.51,740.98,108579000,-0.43,16.13,-3.9,717.9,694.94,635.8,2.22,Thursday,11,2016,4
2016-11-18,740.71,752.88,736.89,751.59,87363104,1.43,15.99,10.88,722.93,698.97,637.69,2.21,Friday,11,2016,4
2016-11-19,751.83,756.24,744.47,751.62,110608000,0.0,11.77,-0.22,729.58,703.0,639.58,2.21,Saturday,11,2016,4
2016-11-20,751.88,755.48,717.94,731.03,154116000,-2.74,37.54,-20.85,733.72,706.27,641.18,2.29,Sunday,11,2016,4
2016-11-21,731.27,741.72,730.51,739.25,60802400,1.12,11.21,7.98,738.61,709.0,642.91,2.2,Monday,11,2016,4
2016-11-22,739.64,753.87,736.53,751.35,129906000,1.64,17.34,11.7,744.29,712.14,644.81,2.21,Tuesday,11,2016,4
2016-11-23,751.74,752.25,738.92,744.59,76543800,-0.9,13.33,-7.15,744.34,715.17,646.67,2.22,Wednesday,11,2016,4
2016-11-24,744.62,746.83,733.49,740.29,85919296,-0.58,13.34,-4.33,744.24,717.93,648.45,2.23,Thursday,11,2016,4
2016-11-25,740.44,741.65,734.59,741.65,67807600,0.18,7.06,1.21,742.82,720.04,650.36,2.17,Friday,11,2016,4
2016-11-26,741.51,742.21,729.62,735.38,54962700,-0.85,12.59,-6.13,740.5,721.61,652.16,2.17,Saturday,11,2016,4
2016-11-27,735.44,739.02,731.09,732.03,52601800,-0.46,7.93,-3.4,740.65,723.02,653.91,2.17,Sunday,11,2016,4
2016-11-28,732.48,738.01,732.48,735.81,61888600,0.52,5.52,3.33,740.16,723.73,655.67,2.08,Monday,11,2016,4
2016-11-29,736.33,737.47,734.56,735.6,68511104,-0.03,2.91,-0.72,737.91,724.86,657.45,2.05,Tuesday,11,2016,4
2016-11-30,736.28,747.93,736.27,745.69,84070800,1.37,11.66,9.41,738.07,726.35,659.37,2.06,Wednesday,11,2016,4
2016-12-01,746.05,758.28,746.05,756.77,80461904,1.49,12.23,10.73,740.42,727.25,661.39,1.94,Thursday,12,2016,4
2016-12-02,757.54,781.3,757.54,777.94,127605000,2.8,23.75,20.4,745.61,728.49,663.39,1.98,Friday,12,2016,4
2016-12-03,778.25,778.25,764.86,771.16,69547296,-0.87,13.39,-7.09,750.72,731.23,665.19,1.46,Saturday,12,2016,4
2016-12-04,771.64,773.87,768.16,773.87,60557900,0.35,5.71,2.23,756.69,733.59,667.05,1.42,Sunday,12,2016,4
2016-12-05,773.39,773.47,751.71,758.7,106363000,-1.96,21.76,-14.69,759.96,735.43,668.7,1.48,Monday,12,2016,4
2016-12-06,758.72,765.62,758.72,764.22,116218000,0.73,6.9,5.5,764.05,737.19,670.36,1.48,Tuesday,12,2016,4
2016-12-07,764.21,771.54,759.75,768.13,96426096,0.51,11.79,3.92,767.26,739.35,671.94,1.45,Wednesday,12,2016,4
2016-12-08,768.08,774.7,765.95,770.81,80111904,0.35,8.75,2.73,769.26,741.39,673.58,1.45,Thursday,12,2016,4
2016-12-09,769.94,774.53,769.65,772.79,68705296,0.26,4.88,2.85,768.53,743.04,675.24,1.41,Friday,12,2016,4
2016-12-10,773.02,777.09,772.91,774.65,53843100,0.24,4.18,1.63,769.03,745.01,677.1,1.39,Saturday,12,2016,4
2016-12-11,774.75,774.8,765.41,769.73,57313400,-0.63,9.39,-5.02,768.43,746.79,678.9,1.4,Sunday,12,2016,4
2016-12-12,770.04,781.92,770.04,780.09,76571000,1.35,11.88,10.05,771.49,749.29,680.8,1.37,Monday,12,2016,4
2016-12-13,780.65,788.46,777.96,780.56,81645600,0.06,10.5,-0.09,773.82,751.9,682.68,1.36,Tuesday,12,2016,4
2016-12-14,780.01,782.03,776.84,781.48,75979000,0.12,5.2,1.48,775.73,754.45,684.62,1.37,Wednesday,12,2016,4
2016-12-15,780.07,781.43,777.8,778.09,81580096,-0.43,3.63,-1.98,776.77,756.67,686.52,1.37,Thursday,12,2016,4
2016-12-16,778.96,785.03,778.96,784.91,83608200,0.88,6.07,5.94,778.5,758.03,688.51,1.11,Friday,12,2016,4
2016-12-17,785.17,792.51,784.86,790.83,78989800,0.75,7.64,5.66,780.81,759.69,690.52,1.11,Saturday,12,2016,4
2016-12-18,791.01,794.74,788.03,790.53,60524400,-0.04,6.71,-0.48,783.78,760.99,692.54,1.09,Sunday,12,2016,4
2016-12-19,790.69,793.61,790.32,792.71,74886400,0.28,3.29,2.02,785.59,762.36,694.58,1.09,Monday,12,2016,4
2016-12-20,792.25,801.34,791.5,800.88,99629296,1.03,9.84,8.63,788.49,764.68,696.85,0.95,Tuesday,12,2016,4
2016-12-21,800.64,834.28,799.41,834.28,155576000,4.17,34.88,33.64,796.03,767.85,699.49,1.17,Wednesday,12,2016,4
2016-12-22,834.18,875.78,834.15,864.54,200027008,3.63,41.63,30.36,808.38,771.62,702.4,1.3,Thursday,12,2016,4
2016-12-23,864.89,925.12,864.68,921.98,275564000,6.64,60.44,57.1,827.96,777.54,705.95,1.69,Friday,12,2016,4
2016-12-24,922.18,923.48,886.34,898.82,137727008,-2.51,37.14,-23.36,843.39,782.82,709.26,1.78,Saturday,12,2016,4
2016-12-25,899.65,899.65,862.42,896.18,143664992,-0.29,37.23,-3.47,858.49,787.97,712.46,1.78,Sunday,12,2016,4
2016-12-26,896.91,913.18,896.9,907.61,123771000,1.28,16.29,10.7,874.9,793.71,715.81,1.76,Monday,12,2016,4
2016-12-27,908.35,940.05,904.26,933.2,167308000,2.82,35.79,24.84,893.8,800.42,719.46,1.79,Tuesday,12,2016,4
2016-12-28,934.83,975.92,934.83,975.92,236630000,4.58,41.09,41.09,914.04,808.42,723.57,1.92,Wednesday,12,2016,4
2016-12-29,975.12,979.4,954.5,973.5,199320000,-0.25,24.89,-1.63,929.6,816.35,727.62,1.92,Thursday,12,2016,4
2016-12-30,972.53,972.53,934.83,961.24,187474000,-1.26,37.7,-11.3,935.21,823.54,731.47,1.96,Friday,12,2016,4
2016-12-31,960.63,963.74,947.24,963.74,99135104,0.26,16.51,3.12,944.48,830.44,735.39,1.96,Saturday,12,2016,4
2017-01-01,963.66,1003.08,958.7,998.33,147775008,3.59,44.38,34.67,959.08,837.78,739.69,1.99,Sunday,1,2017,1
2017-01-02,998.62,1031.39,996.7,1021.75,222184992,2.35,34.69,23.13,975.38,846.14,744.26,1.98,Monday,1,2017,1
2017-01-03,1021.6,1044.08,1021.6,1043.84,185168000,2.16,22.48,22.24,991.19,855.13,749.05,1.99,Tuesday,1,2017,1
2017-01-04,1044.4,1159.42,1044.4,1154.73,344945984,10.62,115.02,110.33,1016.73,868.34,755.07,2.58,Wednesday,1,2017,1
2017-01-05,1156.73,1191.1,910.42,1013.38,510199008,-12.24,280.68,-143.35,1022.43,876.64,759.47,3.59,Thursday,1,2017,1
2017-01-06,1014.24,1046.81,883.94,902.2,351876000,-10.97,162.87,-112.04,1014.0,881.11,762.62,4.21,Friday,1,2017,1
2017-01-07,903.49,908.59,823.56,908.59,279550016,0.71,85.03,5.1,1006.12,885.7,765.86,4.21,Saturday,1,2017,1
2017-01-08,908.17,942.72,887.25,911.2,158715008,0.29,55.47,3.02,993.67,890.32,769.11,4.2,Sunday,1,2017,1
2017-01-09,913.24,913.69,879.81,902.83,141876992,-0.92,33.88,-10.42,976.68,894.59,772.02,4.21,Monday,1,2017,1
2017-01-10,902.44,914.87,901.06,907.68,115808000,0.54,13.81,5.24,957.23,899.19,775.03,4.21,Tuesday,1,2017,1
2017-01-11,908.11,919.45,762.77,777.76,310928992,-14.31,156.68,-130.36,903.38,899.11,776.6,5.01,Wednesday,1,2017,1
2017-01-12,775.18,826.25,755.76,804.83,222326000,3.48,70.49,29.66,873.58,899.92,778.43,5.05,Thursday,1,2017,1
2017-01-13,803.74,829.0,780.0,823.98,168968000,2.38,49.0,20.25,862.41,901.34,780.49,5.06,Friday,1,2017,1
2017-01-14,825.14,835.09,812.46,818.41,93063296,-0.68,22.63,-6.73,849.53,902.68,782.45,5.07,Saturday,1,2017,1
2017-01-15,818.14,823.31,812.87,821.8,71013600,0.41,10.44,3.66,836.76,903.91,784.48,5.06,Sunday,1,2017,1
2017-01-16,821.78,834.53,820.27,831.53,82755200,1.18,14.26,9.75,826.57,905.27,786.63,5.07,Monday,1,2017,1
2017-01-17,830.95,910.56,830.8,907.94,155095008,9.19,79.76,76.99,826.61,909.18,789.71,5.32,Tuesday,1,2017,1
2017-01-18,909.37,917.5,858.3,886.62,225676992,-2.35,59.2,-22.76,842.16,912.31,792.55,5.35,Wednesday,1,2017,1
2017-01-19,888.34,904.61,884.34,899.07,105625000,1.4,20.28,10.74,855.62,915.58,795.51,5.35,Thursday,1,2017,1
2017-01-20,898.17,899.4,887.01,895.03,86728400,-0.45,12.39,-3.15,865.77,917.61,798.15,5.31,Friday,1,2017,1
2017-01-21,895.55,927.37,895.53,921.79,111158000,2.99,31.83,26.24,880.54,919.52,801.1,5.29,Saturday,1,2017,1
2017-01-22,922.21,937.53,897.56,924.67,116573000,0.31,39.96,2.47,895.24,919.61,804.11,5.16,Sunday,1,2017,1
2017-01-23,925.5,928.27,916.74,921.01,73588600,-0.4,11.53,-4.49,908.02,920.35,807.03,5.14,Monday,1,2017,1
2017-01-24,910.68,924.15,892.29,892.69,111349000,-3.08,31.86,-17.99,905.84,920.23,809.41,5.17,Tuesday,1,2017,1
2017-01-25,891.92,903.25,891.69,901.54,120831000,0.99,11.57,9.62,907.97,920.03,811.78,5.17,Wednesday,1,2017,1
2017-01-26,902.4,919.33,902.22,917.59,131958000,1.78,17.1,15.19,910.62,919.51,814.32,5.15,Thursday,1,2017,1
2017-01-27,918.36,923.22,915.85,919.75,125594000,0.24,7.38,1.39,914.15,917.63,816.6,5.08,Friday,1,2017,1
2017-01-28,919.81,923.91,919.81,921.59,68979600,0.2,4.1,1.78,914.12,915.9,819.04,5.08,Saturday,1,2017,1
2017-01-29,922.07,923.42,919.15,919.5,60851700,-0.23,4.27,-2.57,913.38,914.51,821.47,5.08,Sunday,1,2017,1
2017-01-30,920.15,923.05,919.47,920.38,78227296,0.1,3.57,0.23,913.29,913.07,823.58,5.08,Monday,1,2017,1
2017-01-31,920.96,972.02,920.96,970.4,164582000,5.43,51.06,49.44,924.39,912.14,826.13,5.13,Tuesday,1,2017,1
2017-02-01,970.94,989.11,970.74,989.02,150110000,1.92,18.37,18.08,936.89,911.04,829.47,5.13,Wednesday,2,2017,1
2017-02-02,990.0,1013.52,983.22,1011.8,145820992,2.3,30.3,21.8,950.35,909.98,832.9,5.13,Thursday,2,2017,1
2017-02-03,1011.46,1033.87,1008.79,1029.91,201278000,1.79,25.08,18.45,966.09,905.82,836.53,4.74,Friday,2,2017,1
2017-02-04,1031.33,1045.9,1015.16,1042.9,155064000,1.26,30.74,11.57,983.42,906.8,840.21,4.17,Saturday,2,2017,1
2017-02-05,1043.52,1043.63,1022.37,1027.34,114208000,-1.49,21.26,-16.18,998.82,910.97,843.81,3.62,Sunday,2,2017,1
2017-02-06,1028.4,1044.64,1028.16,1038.15,111762000,1.05,16.48,9.75,1015.65,915.29,847.46,3.62,Monday,2,2017,1
2017-02-07,1040.14,1061.93,1040.14,1061.35,146007008,2.23,21.79,21.21,1028.64,920.3,851.22,3.63,Tuesday,2,2017,1
2017-02-08,1062.32,1078.97,1037.49,1063.07,201855008,0.16,41.48,0.75,1039.22,925.64,855.08,3.62,Wednesday,2,2017,1
2017-02-09,1064.7,1088.99,953.34,994.38,407220000,-6.46,135.65,-70.32,1036.73,928.53,858.17,3.85,Thursday,2,2017,1
2017-02-10,995.63,998.91,946.69,988.67,190452000,-0.57,52.21,-6.96,1030.84,935.56,861.32,2.68,Friday,2,2017,1
2017-02-11,988.9,1009.29,982.83,1004.45,102261000,1.6,26.46,15.55,1025.35,942.21,864.68,2.63,Saturday,2,2017,1
2017-02-12,1003.52,1004.76,996.92,999.18,67530000,-0.52,7.84,-4.34,1021.32,948.05,867.95,2.63,Sunday,2,2017,1
2017-02-13,998.89,1002.1,976.0,990.64,100607000,-0.85,26.1,-8.24,1014.54,953.79,871.05,2.63,Monday,2,2017,1
2017-02-14,991.73,1011.51,986.47,1004.55,137946000,1.4,25.04,12.82,1006.42,959.88,873.94,2.63,Tuesday,2,2017,1
2017-02-15,1006.21,1008.84,1001.58,1007.48,89759400,0.29,7.26,1.27,998.48,965.75,876.9,2.63,Wednesday,2,2017,1
2017-02-16,1007.65,1033.37,1007.65,1027.44,122277000,1.98,25.72,19.79,1003.2,969.73,879.97,2.1,Thursday,2,2017,1
2017-02-17,1026.12,1053.17,1025.64,1046.21,136474000,1.83,27.53,20.09,1011.42,975.05,883.24,2.05,Friday,2,2017,1
2017-02-18,1049.21,1061.1,1046.96,1054.42,99073504,0.78,14.14,5.21,1018.56,980.23,886.83,2.04,Saturday,2,2017,1
2017-02-19,1054.76,1056.81,1043.46,1047.87,77423296,-0.62,13.35,-6.89,1025.52,985.33,890.26,2.05,Sunday,2,2017,1
2017-02-20,1048.69,1080.49,1041.69,1079.98,109478000,3.06,38.8,31.29,1038.28,990.6,893.91,2.05,Monday,2,2017,1
2017-02-21,1079.28,1117.25,1076.93,1115.3,186868992,3.27,40.32,36.02,1054.1,996.95,898.03,2.11,Tuesday,2,2017,1
2017-02-22,1114.8,1125.39,1100.55,1117.44,136100000,0.19,24.84,2.64,1069.81,1003.5,902.22,2.1,Wednesday,2,2017,1
2017-02-23,1117.27,1176.62,1116.96,1166.72,189454000,4.41,59.66,49.45,1089.71,1012.63,906.95,2.09,Thursday,2,2017,1
2017-02-24,1172.71,1200.39,1131.96,1173.68,330759008,0.6,68.43,0.97,1107.92,1021.71,911.82,2.09,Friday,2,2017,1
2017-02-25,1170.41,1174.85,1124.59,1143.84,139960992,-2.54,50.26,-26.57,1120.69,1029.25,916.39,2.17,Saturday,2,2017,1
2017-02-26,1144.27,1167.47,1130.2,1165.2,116486000,1.87,37.27,20.93,1137.45,1037.43,921.16,2.18,Sunday,2,2017,1
2017-02-27,1163.78,1181.98,1163.38,1179.97,131570000,1.27,18.6,16.19,1151.74,1046.04,926.1,2.18,Monday,2,2017,1
2017-02-28,1180.72,1193.25,1171.82,1179.97,184956000,0.0,21.43,-0.75,1160.97,1054.72,930.92,2.17,Tuesday,2,2017,1
2017-03-01,1180.04,1222.5,1179.69,1222.5,229056992,3.6,42.81,42.46,1175.98,1064.79,936.1,2.23,Wednesday,3,2017,1
2017-03-02,1224.68,1262.13,1215.62,1251.01,368275008,2.33,46.51,26.33,1188.02,1074.15,941.36,2.08,Thursday,3,2017,1
2017-03-03,1250.71,1280.31,1250.71,1274.99,315739008,1.92,29.6,24.28,1202.5,1083.68,946.95,2.08,Friday,3,2017,1
2017-03-04,1277.43,1279.4,1230.51,1255.15,183270000,-1.56,48.89,-22.28,1218.4,1091.79,952.3,2.11,Saturday,3,2017,1
2017-03-05,1254.29,1267.29,1238.06,1267.12,134127000,0.95,29.23,12.83,1232.96,1099.7,957.95,2.1,Sunday,3,2017,1
2017-03-06,1267.47,1276.0,1264.6,1272.83,153656992,0.45,11.4,5.36,1246.22,1107.36,963.6,2.09,Monday,3,2017,1
2017-03-07,1273.21,1275.55,1204.8,1223.54,291256000,-3.87,70.75,-49.67,1252.45,1113.9,968.66,2.22,Tuesday,3,2017,1
2017-03-08,1223.23,1232.16,1148.08,1150.0,332603008,-6.01,84.08,-73.23,1242.09,1117.63,972.87,2.53,Wednesday,3,2017,1
