Date,Open,High,Low,Close,Volume,Daily_Return,Price_Range,Price_Change,MA_7,MA_30,MA_90,Volatility_30d,Day_of_Week,Month,Year,Quarter
2019-04-06,5036.79,5205.82,4992.22,5059.82,16929795194,0.46,213.6,23.02,4733.68,4174.8,3861.85,3.28,Saturday,4,2019,2
2019-04-07,5062.79,5235.19,5050.41,5198.9,16655416140,2.75,184.77,136.1,4889.9,4218.06,3874.9,3.29,Sunday,4,2019,2
2019-04-08,5199.84,5318.84,5148.21,5289.77,17154113634,1.75,170.62,89.94,5051.55,4262.27,3888.88,3.29,Monday,4,2019,2
2019-04-09,5289.92,5289.92,5167.42,5204.96,14722104361,-1.6,122.5,-84.96,5097.99,4304.05,3901.88,3.32,Tuesday,4,2019,2
2019-04-10,5204.11,5421.65,5193.38,5324.55,15504590933,2.3,228.27,120.45,5148.21,4351.36,3920.16,3.3,Wednesday,4,2019,2
2019-04-11,5325.08,5354.23,5017.3,5064.49,16555616019,-4.88,336.93,-260.59,5168.45,4389.87,3935.47,3.47,Thursday,4,2019,2
2019-04-12,5061.2,5103.27,4955.85,5089.54,13675206312,0.49,147.42,28.34,5176.0,4429.3,3951.33,3.47,Friday,4,2019,2
2019-04-13,5088.85,5127.12,5061.59,5096.59,10823289598,0.14,65.53,7.74,5181.26,4468.38,3968.49,3.47,Saturday,4,2019,2
2019-04-14,5095.76,5184.02,5053.57,5167.72,10391952498,1.4,130.45,71.96,5176.8,4508.6,3984.73,3.47,Sunday,4,2019,2
2019-04-15,5167.32,5196.61,5024.07,5067.11,12290155061,-1.95,172.54,-100.21,5144.99,4542.55,4000.69,3.5,Monday,4,2019,2
2019-04-16,5066.58,5238.95,5055.19,5235.56,11618660197,3.32,183.75,168.98,5149.37,4582.89,4018.25,3.52,Tuesday,4,2019,2
2019-04-17,5236.14,5274.28,5219.21,5251.94,12438480677,0.31,55.07,15.8,5138.99,4623.54,4035.73,3.52,Wednesday,4,2019,2
2019-04-18,5251.48,5319.99,5250.51,5298.39,13256489918,0.88,69.48,46.91,5172.41,4664.45,4053.96,3.52,Thursday,4,2019,2
2019-04-19,5298.15,5336.68,5233.33,5303.81,13780238655,0.1,103.35,5.66,5203.02,4704.99,4071.46,3.52,Friday,4,2019,2
2019-04-20,5304.16,5358.49,5295.88,5337.89,13169647522,0.64,62.61,33.73,5237.49,4748.61,4090.76,3.49,Saturday,4,2019,2
2019-04-21,5335.88,5359.92,5257.34,5314.53,13731844223,-0.44,102.59,-21.35,5258.46,4791.63,4110.08,3.5,Sunday,4,2019,2
2019-04-22,5312.49,5422.69,5280.28,5399.37,14601631648,1.6,142.41,86.87,5305.93,4837.08,4130.02,3.5,Monday,4,2019,2
2019-04-23,5399.37,5633.8,5389.41,5572.36,15867308108,3.2,244.39,173.0,5354.04,4888.75,4152.1,3.51,Tuesday,4,2019,2
2019-04-24,5571.51,5642.04,5418.26,5464.87,17048033399,-1.93,223.78,-106.64,5384.46,4938.81,4172.81,3.52,Wednesday,4,2019,2
2019-04-25,5466.52,5542.24,5181.34,5210.52,15330283408,-4.65,360.9,-256.01,5371.91,4979.66,4190.71,3.68,Thursday,4,2019,2
2019-04-26,5210.3,5383.63,5177.37,5279.35,16812108040,1.32,206.27,69.04,5368.41,5019.4,4209.34,3.66,Friday,4,2019,2
2019-04-27,5279.47,5310.75,5233.64,5268.29,13111274675,-0.21,77.11,-11.18,5358.47,5059.38,4228.06,3.66,Saturday,4,2019,2
2019-04-28,5271.75,5326.23,5255.68,5285.14,12819992056,0.32,70.55,13.39,5354.27,5098.94,4248.22,3.66,Sunday,4,2019,2
2019-04-29,5284.86,5311.27,5216.49,5247.35,13735490672,-0.71,94.79,-37.51,5332.55,5136.96,4268.21,3.67,Monday,4,2019,2
2019-04-30,5247.73,5363.26,5224.19,5350.73,13878964574,1.97,139.07,103.0,5300.89,5178.47,4288.93,3.67,Tuesday,4,2019,2
2019-05-01,5350.91,5418.0,5347.65,5402.7,13679528236,0.97,70.36,51.78,5292.01,5219.95,4310.54,3.67,Wednesday,5,2019,2
2019-05-02,5402.42,5522.26,5394.22,5505.28,14644460907,1.9,128.05,102.86,5334.12,5240.8,4332.95,1.99,Thursday,5,2019,2
2019-05-03,5505.55,5865.88,5490.2,5768.29,18720780006,4.78,375.68,262.74,5403.97,5267.31,4357.92,2.13,Friday,5,2019,2
2019-05-04,5769.2,5886.89,5645.47,5831.17,17567780766,1.09,241.42,61.96,5484.38,5297.59,4384.22,2.11,Saturday,5,2019,2
2019-05-05,5831.07,5833.86,5708.04,5795.71,14808830723,-0.61,125.83,-35.36,5557.32,5322.89,4410.18,2.09,Sunday,5,2019,2
2019-05-06,5791.69,5802.96,5653.69,5746.81,15737171804,-0.84,149.27,-44.89,5628.67,5345.79,4435.52,2.11,Monday,5,2019,2
2019-05-07,5745.6,5988.18,5741.4,5829.5,18026409033,1.44,246.78,83.9,5697.07,5366.81,4462.36,2.07,Tuesday,5,2019,2
2019-05-08,5849.48,5989.98,5794.72,5982.46,15320605300,2.62,195.27,132.98,5779.89,5389.9,4491.06,2.1,Wednesday,5,2019,2
2019-05-09,5982.32,6183.04,5982.32,6174.53,16784645411,3.21,200.72,192.21,5875.49,5422.22,4518.93,2.12,Thursday,5,2019,2
2019-05-10,6175.82,6434.62,6161.52,6378.85,19419875368,3.31,273.1,203.03,5962.72,5457.36,4549.01,2.16,Friday,5,2019,2
2019-05-11,6379.67,7333.0,6375.7,7204.77,28867562329,12.95,957.3,825.1,6158.95,5528.7,4588.06,2.91,Saturday,5,2019,2
2019-05-12,7203.51,7503.87,6815.77,6972.37,27773333680,-3.23,688.1,-231.14,6327.04,5591.46,4625.0,3.02,Sunday,5,2019,2
2019-05-13,6971.18,8047.41,6898.28,7814.92,28677672181,12.08,1149.13,843.74,6622.49,5682.08,4671.23,3.62,Monday,5,2019,2
2019-05-14,7807.88,8268.71,7696.39,7994.42,32031452227,2.3,572.32,186.53,6931.76,5776.3,4719.7,3.62,Tuesday,5,2019,2
2019-05-15,7989.37,8216.42,7899.11,8205.17,28344112920,2.64,317.32,215.79,7249.29,5880.9,4770.69,3.57,Wednesday,5,2019,2
2019-05-16,8194.5,8320.82,7729.61,7884.91,33167197581,-3.9,591.22,-309.59,7493.63,5969.21,4818.06,3.69,Thursday,5,2019,2
2019-05-17,7886.93,7929.15,7038.12,7343.9,30066644905,-6.86,891.02,-543.03,7631.49,6038.94,4859.33,3.99,Friday,5,2019,2
2019-05-18,7341.66,7447.27,7251.5,7271.21,21354286562,-0.99,195.77,-70.46,7640.98,6104.7,4899.3,4.01,Saturday,5,2019,2
2019-05-19,7267.96,8261.94,7267.96,8197.69,25902422040,12.74,993.98,929.73,7816.03,6201.17,4946.88,4.53,Sunday,5,2019,2
2019-05-20,8196.92,8200.97,7678.78,7978.31,23843404340,-2.68,522.19,-218.61,7839.37,6289.18,4991.67,4.59,Monday,5,2019,2
2019-05-21,7977.97,8062.17,7843.34,7963.33,25127245056,-0.19,218.83,-14.64,7834.93,6377.47,5035.71,4.59,Tuesday,5,2019,2
2019-05-22,7956.29,7997.61,7615.99,7680.07,24719473175,-3.56,381.62,-276.23,7759.92,6453.5,5077.11,4.68,Wednesday,5,2019,2
2019-05-23,7677.27,7943.79,7533.2,7881.85,24457107820,2.63,410.59,204.58,7759.48,6530.48,5120.18,4.67,Thursday,5,2019,2
2019-05-24,7881.7,8140.72,7824.45,7987.37,25919126991,1.34,316.27,105.68,7851.4,6614.56,5162.9,4.63,Friday,5,2019,2
2019-05-25,7991.89,8117.93,7965.98,8052.54,22256813107,0.82,151.95,60.66,7963.02,6709.3,5210.04,4.49,Saturday,5,2019,2
2019-05-26,8055.21,8687.52,7924.67,8673.22,26677970091,7.71,762.85,618.01,8030.95,6822.43,5263.26,4.63,Sunday,5,2019,2
2019-05-27,8674.07,8907.17,8668.71,8805.78,27949839564,1.53,238.47,131.71,8149.16,6940.34,5318.28,4.61,Monday,5,2019,2
2019-05-28,8802.76,8807.02,8634.72,8719.96,24226919267,-0.97,172.29,-82.8,8257.25,7054.84,5372.38,4.63,Tuesday,5,2019,2
2019-05-29,8718.59,8755.85,8482.73,8659.49,23473479966,-0.69,273.12,-59.1,8397.17,7168.58,5425.76,4.63,Wednesday,5,2019,2
2019-05-30,8661.76,9008.31,8221.27,8319.47,29246528551,-3.93,787.04,-342.29,8459.69,7267.53,5475.32,4.75,Thursday,5,2019,2
2019-05-31,8320.29,8586.66,8172.55,8574.5,25365190957,3.07,414.11,254.22,8543.57,7373.26,5527.65,4.76,Friday,5,2019,2
2019-06-01,8573.84,8625.6,8481.58,8564.02,22488303544,-0.12,144.02,-9.82,8616.63,7475.22,5580.06,4.77,Saturday,6,2019,2
2019-06-02,8565.47,8809.3,8561.24,8742.96,20266216022,2.09,248.07,177.48,8626.6,7574.37,5635.41,4.73,Sunday,6,2019,2
2019-06-03,8741.75,8743.5,8204.19,8209.0,22004511436,-6.11,539.31,-532.75,8541.34,7653.63,5683.33,4.93,Monday,6,2019,2
2019-06-04,8210.99,8210.99,7564.49,7707.77,24609731549,-6.11,646.5,-503.21,8396.74,7717.37,5725.59,5.1,Tuesday,6,2019,2
2019-06-05,7704.34,7901.85,7668.67,7824.23,21760923463,1.51,233.18,119.89,8277.42,7786.62,5769.07,5.09,Wednesday,6,2019,2
2019-06-06,7819.63,7937.34,7571.47,7822.02,19474611077,-0.03,365.87,2.39,8206.36,7853.04,5812.63,5.09,Thursday,6,2019,2
2019-06-07,7826.9,8126.15,7788.37,8043.95,19141423231,2.84,337.78,217.05,8130.56,7921.75,5857.97,5.09,Friday,6,2019,2
2019-06-08,8036.77,8076.89,7837.61,7954.13,16522722810,-1.12,239.28,-82.65,8043.44,7981.07,5902.45,5.09,Saturday,6,2019,2
2019-06-09,7949.67,7975.97,7583.22,7688.08,16610726547,-3.34,392.75,-261.6,7892.74,8024.71,5944.48,5.13,Sunday,6,2019,2
2019-06-10,7692.28,8031.91,7586.73,8000.33,18689275117,4.06,445.18,308.04,7862.93,8051.23,5989.94,4.64,Monday,6,2019,2
2019-06-11,8004.24,8026.39,7772.8,7927.71,17107279932,-0.91,253.59,-76.53,7894.35,8083.08,6034.61,4.59,Tuesday,6,2019,2
2019-06-12,7925.43,8196.65,7862.36,8145.86,19034432883,2.75,334.29,220.42,7940.3,8094.11,6081.52,4.07,Wednesday,6,2019,2
2019-06-13,8145.55,8311.57,8087.06,8230.92,18669407147,1.04,224.51,85.38,7998.71,8101.99,6128.96,4.05,Thursday,6,2019,2
2019-06-14,8230.9,8710.64,8183.39,8693.83,19831162906,5.62,527.24,462.93,8091.55,8118.28,6180.58,4.15,Friday,6,2019,2
2019-06-15,8689.75,8859.13,8618.4,8838.38,18371033226,1.66,240.73,148.63,8217.87,8150.06,6234.06,4.08,Saturday,6,2019,2
2019-06-16,8841.44,9335.87,8814.56,8994.49,23348550311,1.77,521.31,153.05,8404.5,8205.08,6289.19,3.85,Sunday,6,2019,2
2019-06-17,8988.92,9416.41,8988.92,9320.35,15562951919,3.62,427.48,331.43,8593.08,8273.39,6347.51,3.87,Monday,6,2019,2
2019-06-18,9335.47,9348.37,9004.9,9081.76,15848210536,-2.56,343.47,-253.7,8757.94,8302.86,6403.0,3.2,Tuesday,6,2019,2
2019-06-19,9078.73,9299.62,9070.4,9273.52,15546809946,2.11,229.23,194.79,8919.04,8346.03,6461.27,3.16,Wednesday,6,2019,2
2019-06-20,9273.06,9594.42,9232.48,9527.16,17846823784,2.74,361.94,254.1,9104.21,8398.16,6522.42,3.19,Thursday,6,2019,2
2019-06-21,9525.07,10144.56,9525.07,10144.56,20624008643,6.48,619.48,619.48,9311.46,8480.31,6590.3,3.25,Friday,6,2019,2
2019-06-22,10175.92,11157.35,10107.04,10701.69,29995204861,5.49,1050.31,525.77,9577.65,8574.3,6664.51,3.35,Saturday,6,2019,2
2019-06-23,10696.69,11246.14,10556.1,10855.37,20998326502,1.44,690.05,158.68,9843.49,8669.9,6741.09,3.35,Sunday,6,2019,2
2019-06-24,10853.74,11065.9,10610.43,11011.1,19271652365,1.43,455.47,157.36,10085.02,8768.52,6819.16,3.35,Monday,6,2019,2
2019-06-25,11007.2,11790.92,11007.2,11790.92,24879684533,7.08,783.71,783.71,10472.05,8872.44,6904.76,3.3,Tuesday,6,2019,2
2019-06-26,11778.58,13796.49,11755.6,13016.23,45105733173,10.39,2040.89,1237.65,11006.72,9012.79,7004.17,3.72,Wednesday,6,2019,2
2019-06-27,13017.12,13311.14,10491.85,11182.81,39977475223,-14.09,2819.29,-1834.32,11243.24,9094.89,7082.89,4.66,Thursday,6,2019,2
2019-06-28,11162.17,12445.17,10914.5,12407.33,35087757766,10.95,1530.68,1245.16,11566.49,9219.82,7175.12,4.99,Friday,6,2019,2
2019-06-29,12400.76,12400.91,11508.38,11959.37,29923961128,-3.61,892.53,-441.39,11746.16,9341.15,7262.38,4.98,Saturday,6,2019,2
2019-06-30,11931.99,12178.38,10799.01,10817.16,27256473494,-9.55,1379.38,-1114.84,11740.7,9415.9,7336.37,5.35,Sunday,6,2019,2
2019-07-01,10796.93,11206.44,10089.31,10583.13,29378589324,-2.16,1117.12,-213.8,11679.56,9483.2,7399.74,5.37,Monday,7,2019,3
2019-07-02,10588.68,10912.19,9737.88,10801.68,31015895223,2.07,1174.3,212.99,11538.24,9551.83,7464.5,5.37,Tuesday,7,2019,3
2019-07-03,10818.16,11968.08,10818.16,11961.27,30796494294,10.74,1149.92,1143.11,11387.54,9676.9,7542.71,5.5,Wednesday,7,2019,3
2019-07-04,11972.72,12006.08,11166.57,11215.44,25920294033,-6.24,839.51,-757.28,11392.2,9793.83,7611.36,5.5,Thursday,7,2019,3
2019-07-05,11203.1,11395.66,10874.96,10978.46,23838480210,-2.11,520.7,-224.64,11188.07,9898.97,7677.12,5.54,Friday,7,2019,3
2019-07-06,10982.54,11620.96,10982.54,11208.55,21092024306,2.1,638.42,226.01,11080.81,10011.85,7743.9,5.54,Saturday,7,2019,3
2019-07-07,11217.62,11541.62,11148.8,11450.85,19369044277,2.16,392.82,233.23,11171.34,10125.41,7812.35,5.53,Sunday,7,2019,3
2019-07-08,11446.6,12345.83,11393.37,12285.96,23482551458,7.29,952.46,839.36,11414.6,10269.81,7891.03,5.62,Monday,7,2019,3
2019-07-09,12284.33,12779.13,12233.26,12573.81,28167921523,2.34,545.87,289.49,11667.76,10432.67,7971.58,5.54,Tuesday,7,2019,3
2019-07-10,12571.54,13129.53,11710.98,12156.51,33627574244,-3.32,1418.55,-415.02,11695.65,10571.21,8050.38,5.6,Wednesday,7,2019,3
2019-07-11,12139.71,12144.62,11158.92,11358.66,28595327690,-6.56,985.7,-781.05,11716.11,10685.57,8120.04,5.78,Thursday,7,2019,3
2019-07-12,11354.3,11905.49,11179.14,11815.99,23534692797,4.03,726.34,461.69,11835.76,10807.91,8194.7,5.79,Friday,7,2019,3
2019-07-13,11813.13,11841.96,10908.48,11392.38,21042616384,-3.59,933.48,-420.75,11862.02,10913.29,8263.86,5.86,Saturday,7,2019,3
2019-07-14,11381.02,11451.2,10234.58,10256.06,22486000001,-9.97,1216.63,-1124.96,11691.34,10965.36,8321.52,6.15,Sunday,7,2019,3
2019-07-15,10257.84,11052.77,9992.01,10895.09,25384047207,6.23,1060.76,637.25,11492.64,11033.92,8384.4,6.23,Monday,7,2019,3
2019-07-16,10896.65,10996.63,9448.11,9477.64,24151199070,-13.01,1548.53,-1419.01,11050.33,11050.03,8431.35,6.72,Tuesday,7,2019,3
2019-07-17,9471.21,9963.13,9163.13,9693.8,24569921549,2.28,800.0,222.59,10698.52,11062.48,8480.19,6.7,Wednesday,7,2019,3
2019-07-18,9698.5,10736.84,9376.8,10666.48,25187024648,10.03,1360.04,967.98,10599.63,11115.3,8539.77,6.91,Thursday,7,2019,3
2019-07-19,10653.96,10716.98,10229.63,10530.73,20727426310,-1.27,487.35,-123.22,10416.03,11157.21,8597.47,6.91,Friday,7,2019,3
2019-07-20,10525.82,11048.66,10451.28,10767.14,20206615155,2.24,597.39,241.32,10326.71,11198.54,8658.06,6.91,Saturday,7,2019,3
2019-07-21,10777.53,10841.89,10389.6,10599.11,17130580467,-1.56,452.29,-178.42,10375.71,11213.69,8715.83,6.83,Sunday,7,2019,3
2019-07-22,10596.95,10651.79,10154.92,10343.11,16334414913,-2.42,496.87,-253.84,10296.86,11201.74,8768.84,6.78,Monday,7,2019,3
2019-07-23,10346.75,10346.75,9883.59,9900.77,17851916995,-4.28,463.15,-445.98,10357.31,11169.92,8818.13,6.82,Tuesday,7,2019,3
2019-07-24,9887.73,9908.8,9614.31,9811.93,17398734322,-0.9,294.49,-75.8,10374.18,11129.95,8869.25,6.81,Wednesday,7,2019,3
2019-07-25,9809.1,10154.25,9773.96,9911.84,15821952090,1.02,380.3,102.75,10266.37,11067.31,8920.73,6.68,Thursday,7,2019,3
2019-07-26,9913.13,9916.52,9717.98,9870.3,14495714483,-0.42,198.54,-42.82,10172.03,10962.45,8971.86,6.36,Friday,7,2019,3
2019-07-27,9871.17,10167.32,9411.52,9477.68,16817809536,-3.98,755.8,-393.49,9987.82,10905.61,9018.44,5.88,Saturday,7,2019,3
2019-07-28,9491.63,9575.54,9252.3,9552.86,13738687093,0.79,323.25,61.23,9838.35,10810.46,9066.28,5.48,Sunday,7,2019,3
2019-07-29,9548.18,9681.65,9472.95,9519.15,13791445323,-0.35,208.7,-29.03,9720.65,10729.12,9112.6,5.46,Monday,7,2019,3
2019-07-30,9522.33,9701.76,9437.34,9607.42,13829811132,0.93,264.42,85.09,9678.74,10688.79,9159.32,5.19,Tuesday,7,2019,3
2019-07-31,9604.05,10085.63,9598.1,10085.63,16631520648,4.98,487.53,481.58,9717.84,10672.21,9210.21,5.27,Wednesday,7,2019,3
2019-08-01,10077.44,10446.92,9922.02,10399.67,17165337858,3.11,524.9,322.23,9787.53,10658.81,9261.67,5.29,Thursday,8,2019,3
2019-08-02,10402.04,10657.95,10371.01,10518.17,17489094082,1.14,286.94,116.13,9880.08,10610.71,9313.75,4.89,Friday,8,2019,3
2019-08-03,10519.28,10946.78,10503.5,10821.73,15352685061,2.89,443.28,302.45,10072.09,10597.58,9369.59,4.79,Saturday,8,2019,3
2019-08-04,10821.63,11009.21,10620.28,10970.18,16530894787,1.37,388.93,148.55,10274.56,10597.31,9427.63,4.78,Sunday,8,2019,3
2019-08-05,10960.74,11895.09,10960.74,11805.65,23875988832,7.62,934.36,844.92,10601.21,10617.21,9494.03,4.96,Monday,8,2019,3
2019-08-06,11811.54,12273.82,11290.73,11478.17,23635107660,-2.77,983.09,-333.38,10868.46,10618.12,9555.1,4.98,Tuesday,8,2019,3
2019-08-07,11476.19,12036.99,11433.7,11941.97,22194988641,4.04,603.29,465.78,11133.65,10606.65,9619.18,4.85,Wednesday,8,2019,3
2019-08-08,11954.04,11979.42,11556.17,11966.41,19481591730,0.2,423.25,12.37,11357.47,10586.41,9681.26,4.83,Thursday,8,2019,3
2019-08-09,11953.47,11970.46,11709.75,11862.94,18339989960,-0.86,260.71,-90.53,11549.58,10576.62,9733.02,4.8,Friday,8,2019,3
2019-08-10,11861.56,11915.66,11323.9,11354.02,18125355447,-4.29,591.76,-507.53,11625.62,10576.47,9781.7,4.71,Saturday,8,2019,3
2019-08-11,11349.74,11523.58,11248.29,11523.58,15774371518,1.49,275.28,173.84,11704.68,10566.72,9822.91,4.65,Sunday,8,2019,3
2019-08-12,11528.19,11528.19,11320.95,11382.62,13647198229,-1.22,207.24,-145.57,11644.24,10566.39,9860.56,4.61,Monday,8,2019,3
2019-08-13,11385.05,11420.05,10830.33,10895.83,16681503537,-4.28,589.72,-489.22,11561.05,10587.72,9890.46,4.29,Tuesday,8,2019,3
2019-08-14,10889.49,10889.56,10028.14,10051.7,19990838300,-7.75,861.42,-837.78,11291.01,10559.61,9914.53,4.38,Wednesday,8,2019,3
2019-08-15,10038.42,10437.41,9675.32,10311.55,22899115082,2.59,762.09,273.12,11054.61,10587.4,9947.5,3.67,Thursday,8,2019,3
2019-08-16,10319.42,10524.35,9855.48,10374.34,20228207096,0.61,668.87,54.92,10841.95,10610.09,9981.98,3.65,Friday,8,2019,3
2019-08-17,10358.72,10452.62,10086.7,10231.74,13778035685,-1.37,365.93,-126.98,10681.62,10595.6,10004.58,3.17,Saturday,8,2019,3
2019-08-18,10233.01,10487.07,10119.09,10345.81,12999813869,1.11,367.98,112.8,10513.37,10589.43,10030.89,3.16,Sunday,8,2019,3
2019-08-19,10350.28,10916.05,10313.2,10916.05,16038264603,5.51,602.85,565.77,10446.72,10594.4,10063.7,3.3,Monday,8,2019,3
2019-08-20,10916.35,10947.04,10618.96,10763.23,15053082175,-1.4,328.08,-153.11,10427.78,10599.87,10097.96,3.3,Tuesday,8,2019,3
2019-08-21,10764.57,10798.73,9962.72,10138.05,19473084768,-5.81,836.01,-626.52,10440.11,10593.03,10123.02,3.44,Wednesday,8,2019,3
2019-08-22,10142.52,10233.0,9831.46,10131.06,17097508856,-0.07,401.53,-11.47,10414.33,10600.71,10146.84,3.34,Thursday,8,2019,3
2019-08-23,10136.31,10442.44,10078.19,10407.96,15627023886,2.73,364.25,271.66,10419.13,10620.58,10173.01,3.37,Friday,8,2019,3
2019-08-24,10407.64,10418.02,9982.3,10159.96,15451030650,-2.38,435.72,-247.68,10408.88,10628.85,10189.53,3.4,Saturday,8,2019,3
2019-08-25,10160.74,10304.62,10008.79,10138.52,14153856610,-0.21,295.83,-22.22,10379.26,10637.79,10204.34,3.4,Sunday,8,2019,3
2019-08-26,10126.3,10512.33,10126.3,10370.82,18438654080,2.29,386.03,244.52,10301.37,10667.56,10222.68,3.33,Monday,8,2019,3
2019-08-27,10372.83,10381.33,10087.3,10185.5,14762609503,-1.79,294.03,-187.33,10218.84,10688.65,10239.64,3.35,Tuesday,8,2019,3
2019-08-28,10203.43,10279.37,9716.66,9754.42,17603790323,-4.23,562.71,-449.0,10164.03,10696.49,10255.58,3.45,Wednesday,8,2019,3
2019-08-29,9756.79,9756.79,9421.63,9510.2,17045878501,-2.5,335.16,-246.59,10075.34,10693.25,10265.98,3.48,Thursday,8,2019,3
2019-08-30,9514.84,9656.12,9428.3,9598.17,13595263986,0.93,227.82,83.33,9959.66,10677.0,10277.47,3.36,Friday,8,2019,3
2019-08-31,9597.54,9673.22,9531.8,9630.66,11454806419,0.34,141.42,33.12,9884.04,10651.37,10287.34,3.3,Saturday,8,2019,3
2019-09-01,9630.59,9796.76,9582.94,9757.97,11445355859,1.32,213.81,127.38,9829.68,10626.03,10304.55,3.31,Sunday,9,2019,3
2019-09-02,9757.47,10396.59,9730.65,10346.76,17248102294,6.03,665.94,589.29,9826.24,10610.2,10333.87,3.45,Monday,9,2019,3
2019-09-03,10345.73,10736.1,10308.55,10623.54,19384917989,2.68,427.56,277.81,9888.82,10598.64,10364.97,3.48,Tuesday,9,2019,3
2019-09-04,10621.18,10762.64,10434.71,10594.49,16742664769,-0.27,327.93,-26.69,10008.83,10558.27,10395.78,3.17,Wednesday,9,2019,3
2019-09-05,10588.18,10627.27,10516.42,10575.53,14551239508,-0.18,110.85,-12.65,10161.02,10528.18,10423.91,3.13,Thursday,9,2019,3
2019-09-06,10578.2,10898.76,10292.3,10353.3,19536574783,-2.1,606.46,-224.9,10268.89,10475.23,10450.56,3.04,Friday,9,2019,3
2019-09-07,10353.93,10558.67,10348.92,10517.25,15307366476,1.58,209.75,163.32,10395.55,10426.92,10482.0,3.06,Saturday,9,2019,3
2019-09-08,10518.11,10595.64,10409.09,10441.28,13670567493,-0.72,186.55,-76.84,10493.17,10379.53,10509.12,3.06,Sunday,9,2019,3
2019-09-09,10443.23,10450.31,10144.93,10334.97,17595943368,-1.02,305.38,-108.25,10491.48,10345.56,10535.87,2.98,Monday,9,2019,3
2019-09-10,10336.41,10394.35,10020.57,10115.98,14906809639,-2.12,373.78,-220.43,10418.97,10298.64,10557.76,2.98,Tuesday,9,2019,3
2019-09-11,10123.04,10215.95,9980.78,10178.37,15428063426,0.62,235.17,55.34,10359.53,10258.5,10579.4,2.98,Wednesday,9,2019,3
2019-09-12,10176.82,10442.25,10099.24,10410.13,15323563925,2.28,343.01,233.31,10335.9,10242.31,10598.47,2.92,Thursday,9,2019,3
2019-09-13,10415.36,10441.49,10226.6,10360.55,14109864675,-0.48,214.89,-54.82,10336.93,10252.61,10615.38,2.54,Friday,9,2019,3
2019-09-14,10345.4,10422.13,10291.69,10358.05,13468713124,-0.02,130.44,12.65,10314.19,10254.16,10630.53,2.49,Saturday,9,2019,3
2019-09-15,10356.47,10387.04,10313.09,10347.71,12043433567,-0.1,73.94,-8.75,10300.82,10253.27,10641.94,2.49,Sunday,9,2019,3
2019-09-16,10347.22,10386.87,10189.74,10276.79,15160167779,-0.69,197.12,-70.43,10292.51,10254.77,10655.22,2.48,Monday,9,2019,3
2019-09-17,10281.51,10296.77,10199.74,10241.27,15304603363,-0.35,97.03,-40.24,10310.41,10251.29,10665.98,2.48,Tuesday,9,2019,3
2019-09-18,10247.8,10275.93,10191.47,10198.25,16169268880,-0.42,84.46,-49.55,10313.25,10227.36,10673.43,2.25,Wednesday,9,2019,3
2019-09-19,10200.5,10295.67,9851.69,10266.42,19937691247,0.67,443.98,65.92,10292.72,10210.8,10674.79,2.24,Thursday,9,2019,3
2019-09-20,10266.32,10285.87,10132.19,10181.64,14734189639,-0.83,153.69,-84.68,10267.16,10212.25,10669.01,1.97,Friday,9,2019,3
2019-09-21,10183.65,10188.1,10000.71,10019.72,13425266806,-1.59,187.39,-163.93,10218.83,10208.54,10659.72,1.99,Saturday,9,2019,3
2019-09-22,10024.12,10074.44,9922.53,10070.39,13199651698,0.51,151.91,46.28,10179.21,10197.29,10649.27,1.93,Sunday,9,2019,3
2019-09-23,10067.96,10074.24,9727.14,9729.32,15144925408,-3.39,347.09,-338.64,10101.0,10182.93,10626.36,1.98,Monday,9,2019,3
2019-09-24,9729.32,9804.32,8370.8,8620.57,25002886689,-11.4,1433.52,-1108.75,9869.47,10132.33,10577.52,2.85,Tuesday,9,2019,3
2019-09-25,8603.43,8744.83,8325.4,8486.99,21744728353,-1.55,419.43,-116.44,9625.01,10069.54,10547.57,2.81,Wednesday,9,2019,3
2019-09-26,8487.67,8515.69,7895.63,8118.97,19258205289,-4.34,620.06,-368.7,9318.23,10000.66,10499.92,2.89,Thursday,9,2019,3
2019-09-27,8113.1,8271.52,7965.92,8251.85,16408941156,1.64,305.6,138.74,9042.54,9950.57,10458.73,2.84,Friday,9,2019,3
2019-09-28,8251.27,8285.62,8125.43,8245.92,14141152736,-0.07,160.19,-5.36,8789.14,9908.43,10430.16,2.81,Saturday,9,2019,3
2019-09-29,8246.04,8261.71,7990.5,8104.19,13034629109,-1.72,271.21,-141.85,8508.26,9858.63,10402.61,2.81,Sunday,9,2019,3
2019-09-30,8104.23,8314.23,7830.76,8293.87,17115474183,2.34,483.47,189.64,8303.19,9814.07,10374.75,2.85,Monday,9,2019,3
2019-10-01,8299.72,8497.69,8232.68,8343.28,15305343413,0.6,265.01,43.56,8263.58,9766.91,10334.55,2.84,Tuesday,10,2019,4
2019-10-02,8344.21,8393.04,8227.7,8393.04,13125712443,0.6,165.35,48.83,8250.16,9701.79,10303.19,2.57,Wednesday,10,2019,4
2019-10-03,8390.77,8414.23,8146.44,8259.99,13668823409,-1.59,267.79,-130.78,8270.3,9623.0,10272.98,2.5,Thursday,10,2019,4
2019-10-04,8259.49,8260.06,8151.24,8205.94,13139456229,-0.65,108.82,-53.55,8263.75,9543.38,10239.62,2.5,Friday,10,2019,4
2019-10-05,8210.15,8215.53,8071.12,8151.5,12200497197,-0.66,144.41,-58.65,8250.26,9462.58,10202.96,2.49,Saturday,10,2019,4
